address,lat,long,geometry,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"2272 W. M-72, MAPLE CITY, MI 49630",44.8075438,-85.9572933,"[-85.9572933, 44.8075438]","26","089","970502","26089970502","9705.02",Census Tract 9705.02,G5020,S,"170166197","93059638","+44.9032922","-085.9132220"
"1033 Kasson Center Rd., MAPLE CITY, MI 49664",44.8164088,-85.8778806,"[-85.8778806, 44.8164088]","26","089","970502","26089970502","9705.02",Census Tract 9705.02,G5020,S,"170166197","93059638","+44.9032922","-085.9132220"
"8634 Center Road, MAPLE CITY, MI 49664",44.8554579,-85.855573,"[-85.85557299999999, 44.8554579]","26","089","970502","26089970502","9705.02",Census Tract 9705.02,G5020,S,"170166197","93059638","+44.9032922","-085.9132220"
"10635 S Center Hwy, TRAVERSE CITY, MI 49684",44.8251767,-85.6697629,"[-85.6697629, 44.8251767]","26","089","970602","26089970602","9706.02",Census Tract 9706.02,G5020,S,"13442238","30219698","+44.8156600","-085.6442605"
"SW NE SE R11W SEC 29, TRAVERSE CITY, MI 49684",44.8245398,-85.6640365,"[-85.6640365, 44.8245398]","26","089","970602","26089970602","9706.02",Census Tract 9706.02,G5020,S,"13442238","30219698","+44.8156600","-085.6442605"
"15777 IDA WEST RD, PETERSBURG, MI 49270",41.9103052,-83.6667996,"[-83.66679959999999, 41.9103052]","26","115","832900","26115832900","8329",Census Tract 8329,G5020,S,"109964935","934562","+41.8703616","-083.7119860"
"6911 SUMMERFIELD, PETERSBURG, MI 49270",41.8493872,-83.6677967,"[-83.6677967, 41.8493872]","26","115","832900","26115832900","8329",Census Tract 8329,G5020,S,"109964935","934562","+41.8703616","-083.7119860"
"8000 YANKEE RD, OTTAWA LAKE, MI 49267",41.7325612,-83.7430719,"[-83.74307189999999, 41.7325612]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"6801 E US 223, OTTAWA LAKE, MI 49267",41.7966513,-83.7097092,"[-83.7097092, 41.7966513]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"7555 Whiteford Rd, OTTAWA LAKE, MI 49267",41.7511511,-83.6669865,"[-83.6669865, 41.7511511]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"5100 W STERNS RD, OTTAWA LAKE, MI 49627",41.7489685,-83.6669138,"[-83.6669138, 41.7489685]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"6194 SECTION RD, OTTAWA LAKE, MI 49267",41.7409588,-83.691182,"[-83.691182, 41.7409588]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"4715 Sterns Rd, OTTAWA LAKE, MI 49267",41.7484894,-83.6566752,"[-83.6566752, 41.7484894]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"4715 STERNS RD, OTTAWA LAKE, MI 49267",41.7484894,-83.6566752,"[-83.6566752, 41.7484894]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"7555 Whiteford Road, OTTAWA LAKE, MI 49333",41.7511511,-83.6669865,"[-83.6669865, 41.7511511]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"5400 W Sterns Rd, OTTAWA LAKE, MI 49267",41.7480432,-83.6736908,"[-83.6736908, 41.7480432]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"10743 Stone Quarry Road, RIGA, MI 49276",41.808066,-83.7469205,"[-83.7469205, 41.808066]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"6655 CONSEAR RD, OTTAWA LAKE, MI 49267",41.7676418,-83.7031412,"[-83.70314119999999, 41.7676418]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"7433 LYNCH RD, OTTAWA LAKE, MI 49267",41.7389587,-83.724687,"[-83.724687, 41.7389587]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"8000 Jeffs Road, OTTAWA LAKE, MI 49267",41.7610249,-83.6849878,"[-83.6849878, 41.7610249]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"7555 Whiteford Road, OTTAWA LAKE, MI 49267",41.7511511,-83.6669865,"[-83.6669865, 41.7511511]","26","115","833000","26115833000","8330",Census Tract 8330,G5020,S,"102876854","1341769","+41.7721326","-083.7102205"
"4525 E. ERIE RD, ERIE, MI 48133",41.7941307,-83.5425408,"[-83.5425408, 41.7941307]","26","115","833200","26115833200","8332",Census Tract 8332,G5020,S,"31144888","65312","+41.8018173","-083.5629676"
"2185 W. SAMARIA RD, SAMARIA, MI 48177",41.8054959,-83.6009154,"[-83.60091539999999, 41.8054959]","26","115","833200","26115833200","8332",Census Tract 8332,G5020,S,"31144888","65312","+41.8018173","-083.5629676"
"9978 Lewis Ave, TEMPERANCE, MI 48182",41.7959691,-83.568619,"[-83.568619, 41.7959691]","26","115","833200","26115833200","8332",Census Tract 8332,G5020,S,"31144888","65312","+41.8018173","-083.5629676"
"7100 INDUSTRIAL DR, TEMPERANCE, MI 48182",41.7474403,-83.5539853,"[-83.5539853, 41.7474403]","26","115","833500","26115833500","8335",Census Tract 8335,G5020,S,"17634622","0","+41.7549085","-083.5485693"
"640 LAVOY RD, ERIE, MI 48133",41.7383503,-83.5328387,"[-83.5328387, 41.7383503]","26","115","833500","26115833500","8335",Census Tract 8335,G5020,S,"17634622","0","+41.7549085","-083.5485693"
"7177 CRABB RD, TEMPERANCE, MI 48182",41.7470964,-83.5492404,"[-83.5492404, 41.7470964]","26","115","833500","26115833500","8335",Census Tract 8335,G5020,S,"17634622","0","+41.7549085","-083.5485693"
"7204 SULIER DR, TEMPERANCE, MI 48182",41.7467719,-83.5517378,"[-83.5517378, 41.7467719]","26","115","833500","26115833500","8335",Census Tract 8335,G5020,S,"17634622","0","+41.7549085","-083.5485693"
"200 ENTERPRISE DR, TEMPERANCE, MI 48182",41.7427441,-83.555841,"[-83.555841, 41.7427441]","26","115","833500","26115833500","8335",Census Tract 8335,G5020,S,"17634622","0","+41.7549085","-083.5485693"
"1921 BELLAIRE AVE, ROYAL OAK, MI 48067",42.5022461,-83.121756,"[-83.12175599999999, 42.5022461]","26","125","183900","26125183900","1839",Census Tract 1839,G5020,S,"1618922","0","+42.5012869","-083.1310991"
"1620 E Twelve Mile Rd, ROYAL OAK, MI 48073",42.5041646,-83.1254222,"[-83.1254222, 42.5041646]","26","125","183900","26125183900","1839",Census Tract 1839,G5020,S,"1618922","0","+42.5012869","-083.1310991"
"421 S WILLIAMS ST, ROYAL OAK, MI 48067",42.4866981,-83.1425357,"[-83.1425357, 42.4866981]","26","125","184400","26125184400","1844",Census Tract 1844,G5020,S,"1242096","0","+42.4866743","-083.1339283"
"303 E 4TH STREET, ROYAL OAK, MI 48067",42.4876611,-83.1414047,"[-83.1414047, 42.4876611]","26","125","184400","26125184400","1844",Census Tract 1844,G5020,S,"1242096","0","+42.4866743","-083.1339283"
"400 NORTH MAIN STREET, ROYAL OAK, MI 48067",42.4871334,-83.1446048,"[-83.1446048, 42.4871334]","26","125","184500","26125184500","1845",Census Tract 1845,G5020,S,"1233005","0","+42.4837045","-083.1492523"
"ST MARYS CATHOLIC PARISH, ROYAL OAK, MI 99999",42.4894801,-83.1446485,"[-83.1446485, 42.4894801]","26","125","184500","26125184500","1845",Census Tract 1845,G5020,S,"1233005","0","+42.4837045","-083.1492523"
"230 E HARRISON ST, ROYAL OAK, MI 48068",42.4801961,-83.1413838,"[-83.1413838, 42.4801961]","26","125","184600","26125184600","1846",Census Tract 1846,G5020,S,"1428038","0","+42.4793604","-083.1341132"
"1200 Knowles St, ROYAL OAK, MI 48067",42.4795796,-83.1390589,"[-83.1390589, 42.4795796]","26","125","184600","26125184600","1846",Census Tract 1846,G5020,S,"1428038","0","+42.4793604","-083.1341132"
"660 E 10 MILE RD, FERNDALE, MI 48220",42.4738668,-83.1335711,"[-83.1335711, 42.4738668]","26","125","187000","26125187000","1870",Census Tract 1870,G5020,S,"1479921","0","+42.4715160","-083.1445000"
"425 S Stevenson St, FLINT, MI 48501",43.0123215,-83.7001516,"[-83.7001516, 43.0123215]","26","049","003700","26049003700","37",Census Tract 37,G5020,S,"2640255","77815","+43.0048618","-083.7087591"
"711 W 12TH ST, FLINT, MI 48503",43.002078,-83.6879011,"[-83.68790109999999, 43.002078]","26","049","003800","26049003800","38",Census Tract 38,G5020,S,"1810901","0","+43.0005625","-083.6818026"
"702 West 12th Street, FLINT, MI 48503",43.0027118,-83.6891055,"[-83.6891055, 43.0027118]","26","049","003800","26049003800","38",Census Tract 38,G5020,S,"1810901","0","+43.0005625","-083.6818026"
"2420 S GRAND TRAVERSE, FLINT, MI 48503",42.999343,-83.686119,"[-83.68611899999999, 42.999343]","26","049","003800","26049003800","38",Census Tract 38,G5020,S,"1810901","0","+43.0005625","-083.6818026"
"G-3100  Van Slyke Rd., FLINT, MI 48551",42.9861424,-83.7165927,"[-83.71659269999999, 42.9861424]","26","049","980000","26049980000","9800",Census Tract 9800,G5020,S,"8088514","0","+42.9666863","-083.7428651"
"G-2238 Bristol Rd, FLINT, MI 48553",42.9754633,-83.7205777,"[-83.72057769999999, 42.9754633]","26","049","980000","26049980000","9800",Census Tract 9800,G5020,S,"8088514","0","+42.9666863","-083.7428651"
"G-3248 Van Slyke Rd, FLINT, MI 48552",42.9859988,-83.7144294,"[-83.7144294, 42.9859988]","26","049","980000","26049980000","9800",Census Tract 9800,G5020,S,"8088514","0","+42.9666863","-083.7428651"
"2100 W. BRISTOL RD., FLINT, MI 48552",42.9737926,-83.7172909,"[-83.7172909, 42.9737926]","26","049","980000","26049980000","9800",Census Tract 9800,G5020,S,"8088514","0","+42.9666863","-083.7428651"
"4444 W Maple Ave, FLINT, MI 48507",42.9613682,-83.7673829,"[-83.7673829, 42.9613682]","26","049","980000","26049980000","9800",Census Tract 9800,G5020,S,"8088514","0","+42.9666863","-083.7428651"
"3435 Van Slyke Road, FLINT, MI 48507",42.9769426,-83.7129711,"[-83.71297109999999, 42.9769426]","26","049","980000","26049980000","9800",Census Tract 9800,G5020,S,"8088514","0","+42.9666863","-083.7428651"
"800 TACOMA COURT, CLIO, MI 48420",43.1794465,-83.7466818,"[-83.74668179999999, 43.1794465]","26","049","010110","26049010110","101.10",Census Tract 101.10,G5020,S,"2873060","25025","+43.1769511","-083.7356331"
"124 M-55, TAWAS CITY, MI 48763",44.2803397,-83.5272799,"[-83.5272799, 44.2803397]","26","069","000201","26069000201","2.01",Census Tract 2.01,G5020,S,"156928592","6727257","+44.3245763","-083.5613132"
"4700 Industrial Row, OSCODA, MI 48750",44.4173557,-83.3479662,"[-83.3479662, 44.41735569999999]","26","069","000202","26069000202","2.02",Census Tract 2.02,G5020,S,"203321218","5674134","+44.3773189","-083.4691061"
"4721 INDUSTRIAL ROW, OSCODA, MI 48750",44.4175971,-83.3478846,"[-83.3478846, 44.41759709999999]","26","069","000202","26069000202","2.02",Census Tract 2.02,G5020,S,"203321218","5674134","+44.3773189","-083.4691061"
"6200 LAURENCE HOBEY DR, OSCODA, MI 48750",44.4604325,-83.3658684,"[-83.3658684, 44.4604325]","26","069","000101","26069000101","1.01",Census Tract 1.01,G5020,S,"282327935","19103365","+44.4648770","-083.6368805"
"3921 Arrow Street, OSCODA, MI 48750",44.4507601,-83.3653877,"[-83.3653877, 44.4507601]","26","069","000101","26069000101","1.01",Census Tract 1.01,G5020,S,"282327935","19103365","+44.4648770","-083.6368805"
"6400 E COUNTY LINE ROAD, SOUTH BRANCH, MI 48761",44.4642883,-83.8846403,"[-83.8846403, 44.4642883]","26","069","000101","26069000101","1.01",Census Tract 1.01,G5020,S,"282327935","19103365","+44.4648770","-083.6368805"
"5063 SKYWAY STREET, OSCODA, MI 48750",44.4587227,-83.4856913,"[-83.4856913, 44.4587227]","26","069","000101","26069000101","1.01",Census Tract 1.01,G5020,S,"282327935","19103365","+44.4648770","-083.6368805"
"2805 N Saginaw, FLINT, MI 48505",43.0418254,-83.6942193,"[-83.6942193, 43.0418254]","26","049","001100","26049001100","11",Census Tract 11,G5020,S,"1539386","0","+43.0387758","-083.6990608"
"5035 HOLT ROAD, HOLT, MI 48842",42.6403164,-84.5446045,"[-84.54460449999999, 42.6403164]","26","065","005501","26065005501","55.01",Census Tract 55.01,G5020,S,"33061996","358213","+42.6233393","-084.5670327"
"111/109 NORTH BRIDGE STREET, LINDEN, MI 48451",42.8150786,-83.7825414,"[-83.7825414, 42.8150786]","26","049","013113","26049013113","131.13",Census Tract 131.13,G5020,S,"6099237","168034","+42.8191644","-083.7812248"
"2374 RED ARROW RD, BURTON, MI 48529",42.977169,-83.6581889,"[-83.6581889, 42.977169]","26","049","011302","26049011302","113.02",Census Tract 113.02,G5020,S,"3784086","3208","+42.9703379","-083.6585901"
"1516 Pierson Road, FLINT, MI 48505",43.0610779,-83.7232115,"[-83.72321149999999, 43.0610779]","26","049","000300","26049000300","3",Census Tract 3,G5020,S,"1170593","0","+43.0640933","-083.7239002"
"1740 ERIE RD, ERIE, MI 48133",41.794026,-83.5067061,"[-83.50670610000002, 41.794026]","26","115","833600","26115833600","8336",Census Tract 8336,G5020,S,"33855961","574996","+41.7789384","-083.5107869"
"6233 HAGMAN RD, ERIE, MI 43133",41.7343661,-83.5133531,"[-83.51335309999999, 41.7343661]","26","115","833600","26115833600","8336",Census Tract 8336,G5020,S,"33855961","574996","+41.7789384","-083.5107869"
"6749 DIXIE HWY, ERIE, MI 48133",41.7413952,-83.5277591,"[-83.5277591, 41.7413952]","26","115","833600","26115833600","8336",Census Tract 8336,G5020,S,"33855961","574996","+41.7789384","-083.5107869"
"1002 US-25, ERIE, MI 48133",41.7939829,-83.4968452,"[-83.4968452, 41.7939829]","26","115","833600","26115833600","8336",Census Tract 8336,G5020,S,"33855961","574996","+41.7789384","-083.5107869"
"9150 Suder Avenue, ERIE, MI 48133",41.7791747,-83.4917704,"[-83.4917704, 41.7791747]","26","115","833600","26115833600","8336",Census Tract 8336,G5020,S,"33855961","574996","+41.7789384","-083.5107869"
"1575 W Temperance Rd, TEMPERANCE, MI 48182",41.7781708,-83.5833738,"[-83.58337379999999, 41.7781708]","26","115","833800","26115833800","8338",Census Tract 8338,G5020,S,"10245301","26224","+41.7645734","-083.5883382"
"1244 W DEAN ROAD, TEMPERANCE, MI 48182",41.765178,-83.5699238,"[-83.5699238, 41.765178]","26","115","833800","26115833800","8338",Census Tract 8338,G5020,S,"10245301","26224","+41.7645734","-083.5883382"
"1950 INWOOD ROAD, ROCHESTER, MI 48306",42.7632988,-83.098467,"[-83.098467, 42.7632988]","26","125","190200","26125190200","1902",Census Tract 1902,G5020,S,"30750177","299742","+42.7518271","-083.1141748"
"NW NW SE SEC 18, VIENNA TWP, MI 49735",43.180142,-83.7836403,"[-83.7836403, 43.180142]","26","049","010201","26049010201","102.01",Census Tract 102.01,G5020,S,"17934932","13189","+43.1991083","-083.7919832"
"G-7211 N SAGINAW ST, MOUNT MORRIS, MI 48458",43.1107806,-83.6943819,"[-83.6943819, 43.1107806]","26","049","010305","26049010305","103.05",Census Tract 103.05,G5020,S,"5821024","47951","+43.0967521","-083.7116573"
"G5200 CLIO RD  NO 18, FLINT, MI 48504",43.0737744,-83.7334844,"[-83.7334844, 43.0737744]","26","049","010501","26049010501","105.01",Census Tract 105.01,G5020,S,"7178249","0","+43.0614082","-083.7475768"
"G-3416 W PIERSON RD, FLINT, MI 45501",43.0610069,-83.7490883,"[-83.7490883, 43.0610069]","26","049","010501","26049010501","105.01",Census Tract 105.01,G5020,S,"7178249","0","+43.0614082","-083.7475768"
"3429 PIERSON PLACE, FLUSHING, MI 48433",43.0581497,-83.7847184,"[-83.7847184, 43.0581497]","26","049","010502","26049010502","105.02",Census Tract 105.02,G5020,S,"14903581","145699","+43.0627823","-083.7924598"
"4201 PIER NORTH BLVD, FLINT, MI 48504",43.068269,-83.7665534,"[-83.76655339999999, 43.068269]","26","049","010502","26049010502","105.02",Census Tract 105.02,G5020,S,"14903581","145699","+43.0627823","-083.7924598"
"4201 Pier North Blvd, FLINT, MI 48504",43.068269,-83.7665534,"[-83.76655339999999, 43.068269]","26","049","010502","26049010502","105.02",Census Tract 105.02,G5020,S,"14903581","145699","+43.0627823","-083.7924598"
"1167 W FRANCES RD, MOUNT MORRIS, MI 48458",43.133914,-83.701018,"[-83.70101799999999, 43.133914]","26","049","010504","26049010504","105.04",Census Tract 105.04,G5020,S,"23537048","25260","+43.1097472","-083.7375637"
"1413 FLUSHING RD, FLUSHING, MI 48433",43.0598081,-83.8219651,"[-83.8219651, 43.05980810000001]","26","049","010603","26049010603","106.03",Census Tract 106.03,G5020,S,"6042841","187173","+43.0667041","-083.8338830"
"Unknown, MIO, MI 48647",44.6522362,-84.1297276,"[-84.1297276, 44.6522362]","26","135","970300","26135970300","9703",Census Tract 9703,G5020,S,"440064952","1701743","+44.6219402","-083.9970452"
"745 E. Hughes Lake Rd., UNION CORNERS, MI 48654",44.5216761,-84.1789397,"[-84.1789397, 44.5216761]","26","135","970500","26135970500","9705",Census Tract 9705,G5020,S,"270361235","981293","+44.5713728","-084.2536055"
"1370 MAPES RD, MIO, MI 48647",44.6421069,-84.2323519,"[-84.2323519, 44.64210689999999]","26","135","970500","26135970500","9705",Census Tract 9705,G5020,S,"270361235","981293","+44.5713728","-084.2536055"
"7426 OSBORN RD, LANSING, MI 48913",42.7387077,-84.5766639,"[-84.5766639, 42.7387077]","26","065","000400","26065000400","4",Census Tract 4,G5020,S,"1111453","0","+42.7401023","-084.5738416"
"3625 S Cedar St, LANSING, MI 48910",42.6948425,-84.5475807,"[-84.5475807, 42.69484250000001]","26","065","002700","26065002700","27",Census Tract 27,G5020,S,"2140159","0","+42.6903552","-084.5538886"
"1140 W GRAND RIVER AVE, WILLIAMSTON, MI 48895",42.6889167,-84.3011087,"[-84.3011087, 42.6889167]","26","065","005800","26065005800","58",Census Tract 58,G5020,S,"18528667","428072","+42.7042195","-084.2898254"
"845 PROGRESS COURT, WILLIAMSTON, MI 48895",42.6810189,-84.2786559,"[-84.27865589999999, 42.6810189]","26","065","005800","26065005800","58",Census Tract 58,G5020,S,"18528667","428072","+42.7042195","-084.2898254"
"2303 E GRAND RIVER, WILLIAMSTON, MI 48895",42.6866812,-84.2706582,"[-84.2706582, 42.6866812]","26","065","005800","26065005800","58",Census Tract 58,G5020,S,"18528667","428072","+42.7042195","-084.2898254"
"Sunset Street, WILLIAMSTON, MI 48895",42.6904954,-84.2922353,"[-84.2922353, 42.6904954]","26","065","005800","26065005800","58",Census Tract 58,G5020,S,"18528667","428072","+42.7042195","-084.2898254"
"1492 West Grand River Avenue, WILLIAMSTON, MI 48895",42.6878292,-84.3038489,"[-84.30384889999999, 42.6878292]","26","065","005800","26065005800","58",Census Tract 58,G5020,S,"18528667","428072","+42.7042195","-084.2898254"
"1215 E Michigan Ave, LANSING, MI 48909",42.7336263,-84.535239,"[-84.53523899999999, 42.7336263]","26","065","006500","26065006500","65",Census Tract 65,G5020,S,"1812322","0","+42.7349992","-084.5302278"
"3814 W JOLLY ROAD, LANSING, MI 48911",42.6834516,-84.6024659,"[-84.6024659, 42.6834516]","26","065","003601","26065003601","36.01",Census Tract 36.01,G5020,S,"1583331","0","+42.6903612","-084.5971040"
"15351 GRATIOT, DETROIT, MI 48205",42.4480687,-82.9702523,"[-82.9702523, 42.44806870000001]","26","163","503100","26163503100","5031",Census Tract 5031,G5020,S,"980515","0","+42.4461390","-082.9778892"
"11900 E EIGHT MILE RD, DETROIT, MI 48205",42.4482035,-83.0023964,"[-83.00239640000001, 42.4482035]","26","163","503200","26163503200","5032",Census Tract 5032,G5020,S,"1271319","0","+42.4454982","-082.9953169"
"13635 GRIENER ST, DETROIT, MI 48205",42.4279101,-82.9841756,"[-82.9841756, 42.4279101]","26","163","503500","26163503500","5035",Census Tract 5035,G5020,S,"1615230","0","+42.4312541","-082.9922640"
"12727 E MCNICHOLS, DETROIT, MI 48205",42.423809,-82.993846,"[-82.99384599999999, 42.423809]","26","163","503600","26163503600","5036",Census Tract 5036,G5020,S,"738902","0","+42.4249818","-082.9967805"
"300 N. Chevrolet Ave., FLINT, MI 48555",43.0113864,-83.7100795,"[-83.71007949999999, 43.0113864]","26","049","001500","26049001500","15",Census Tract 15,G5020,S,"1470825","23616","+43.0187659","-083.7072465"
"1 Hurley Plaza, FLINT, MI 48503",43.0217945,-83.704636,"[-83.704636, 43.0217945]","26","049","001500","26049001500","15",Census Tract 15,G5020,S,"1470825","23616","+43.0187659","-083.7072465"
"6301 BELLEVIEW, FLINT, MI 48505",43.0732781,-83.677058,"[-83.677058, 43.0732781]","26","049","001700","26049001700","17",Census Tract 17,G5020,S,"2623950","0","+43.0684981","-083.6840084"
"6515 N. DORT HIGHWAY, FLINT, MI 48505",43.071983,-83.6747021,"[-83.67470209999999, 43.071983]","26","049","001700","26049001700","17",Census Tract 17,G5020,S,"2623950","0","+43.0684981","-083.6840084"
